2024;AGRUPAMENTO_NATUREZA2;NATUREZA2;AREA;DEPARTAMENTO;SECCIONAL;DP;REGIAO;MUNICIPIO
1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Americana;001 DP - Hortolândia;Piracicaba;Hortolândia
1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Americana;004 DP - Americana;Piracicaba;Americana
1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Americana;005 DP - Sumaré;Piracicaba;Sumaré
1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Americana;DM - Cosmópolis;Piracicaba;Cosmópolis
1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Americana;DM - Nova Odessa;Piracicaba;Nova Odessa
1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Casa Branca;DM - Casa Branca;Piracicaba;Casa Branca
1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Limeira;001 DP - Araras;Piracicaba;Araras
1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Limeira;DM - Cordeirópolis;Piracicaba;Cordeirópolis
1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Piracicaba;DM - Rio das Pedras;Piracicaba;Rio das Pedras
1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro
1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Rio Claro;002 DP - Rio Claro;Piracicaba;Rio Claro
1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Rio Claro;DM - Itirapina;Piracicaba;Itirapina
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;1ª SEC;002 DP - Bom Retiro;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;1ª SEC;003 DP - Campos Elísios;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;1ª SEC;008 DP - Brás;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;2ª SEC;016 DP - Vila Clementino;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;2ª SEC;035 DP - Jabaquara;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;015 DP - Itaim Bibi;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;023 DP - Perdizes;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;087 DP - Vila Pereira Barreto;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;4ª SEC;038 DP - Vila Amália;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;4ª SEC;039 DP - Vila Gustavo;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;4ª SEC;045 DP - Vila Brasilândia;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;5ª SEC;021 DP - Vila Matilde;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;5ª SEC;052 DP - Parque São Jorge;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;5ª SEC;056 DP - Vila Alpina;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;6ª SEC;080 DP - Vila Joaniza;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;7ª SEC;032 DP - Itaquera;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;7ª SEC;050 DP - Itaim Paulista;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;7ª SEC;059 DP - Jardim Noemia;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;7ª SEC;062 DP - Ermelino Matarazzo;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;8ª SEC;041 DP - Vila Rica;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;8ª SEC;044 DP - Guaianazes;CAPITAL;São Paulo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Carapicuíba;DM - Vargem Grande Paulista;Grande São Paulo (exclui a Capital);Vargem Grande Paulista
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Diadema;003 DP - Diadema;Grande São Paulo (exclui a Capital);Diadema
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Diadema;004 DP - Diadema;Grande São Paulo (exclui a Capital);Diadema
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Guarulhos;001 DP - Guarulhos;Grande São Paulo (exclui a Capital);Guarulhos
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Guarulhos;007 DP - Guarulhos;Grande São Paulo (exclui a Capital);Guarulhos
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Mogi das Cruzes;001 DP - Itaquaquecetuba;Grande São Paulo (exclui a Capital);Itaquaquecetuba
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Mogi das Cruzes;DM - Guararema;Grande São Paulo (exclui a Capital);Guararema
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Mogi das Cruzes;DM - Poá;Grande São Paulo (exclui a Capital);Poá
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Osasco;003 DP - Osasco;Grande São Paulo (exclui a Capital);Osasco
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Osasco;004 DP - Osasco;Grande São Paulo (exclui a Capital);Osasco
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Osasco;009 DP - Osasco;Grande São Paulo (exclui a Capital);Osasco
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Santo André;002 DP - Santo André;Grande São Paulo (exclui a Capital);Santo André
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Santo André;003 DP - Santo André;Grande São Paulo (exclui a Capital);Santo André
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Santo André;004 DP - Mauá;Grande São Paulo (exclui a Capital);Mauá
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC São Bernardo Campo;002 DP - S. Caetano do Sul;Grande São Paulo (exclui a Capital);São Caetano do Sul
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC São Bernardo Campo;002 DP - São Bernardo do Campo;Grande São Paulo (exclui a Capital);São Bernardo do Campo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC São Bernardo Campo;003 DP - São Bernardo do Campo;Grande São Paulo (exclui a Capital);São Bernardo do Campo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC São Bernardo Campo;004 DP - São Bernardo do Campo;Grande São Paulo (exclui a Capital);São Bernardo do Campo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Taboão da Serra;002 DP - Taboão da Serra;Grande São Paulo (exclui a Capital);Taboão da Serra
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Taboão da Serra;DM - Embú Guaçú;Grande São Paulo (exclui a Capital);Embu-Guaçu
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 1;SEC Jacareí;DM - Igaratá;São José dos Campos;Igaratá
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 1;SEC São José Campos;008 DP - São Jose dos Campos;São José dos Campos;São José dos Campos
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 1;SEC São José Campos;DM - Caçapava;São José dos Campos;Caçapava
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 1;SEC Taubaté;003 DP - Pindamonhangaba;São José dos Campos;Pindamonhangaba
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 10;SEC Andradina;002 DP - Andradina;Araçatuba;Andradina
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;1ª Seccional Campinas;001 DP - Valinhos;Campinas;Valinhos
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;1ª Seccional Campinas;003 DP - Campinas;Campinas;Campinas
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;1ª Seccional Campinas;013 DP - Campinas;Campinas;Campinas
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;1ª Seccional Campinas;DM - Vinhedo;Campinas;Vinhedo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;2ª Seccional Campinas;002 DP - Campinas;Campinas;Campinas
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;2ª Seccional Campinas;008 DP - Campinas;Campinas;Campinas
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;SEC Bragança Paulista;001 DP - Bragança Pta.;Campinas;Bragança Paulista
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;SEC Bragança Paulista;002 DP - Amparo;Campinas;Amparo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;SEC Bragança Paulista;DM - Monte Alegre do Sul;Campinas;Monte Alegre do Sul
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;SEC Bragança Paulista;DM - Pinhalzinho;Campinas;Pinhalzinho
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;SEC Jundiaí;001 DP - Itatiba;Campinas;Itatiba
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;SEC Mogi-Guaçu;003 DP - Mogi Mirim;Campinas;Mogi Mirim
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;SEC Mogi-Guaçu;DM - Sto. Antônio de Posse;Campinas;Santo Antônio de Posse
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 3;SEC Araraquara;003 DP - Araraquara;Ribeirão Preto;Araraquara
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 3;SEC Araraquara;DM - Ibitinga;Ribeirão Preto;Ibitinga
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 3;SEC Barretos;DM - Olímpia;Ribeirão Preto;Olímpia
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 3;SEC Bebedouro;002 DP - Bebedouro;Ribeirão Preto;Bebedouro
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 3;SEC Franca;004 DP - Franca;Ribeirão Preto;Franca
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 3;SEC Franca;DM - Ituverava;Ribeirão Preto;Ituverava
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 3;SEC Ribeirão Preto;008 DP - Ribeirão Preto;Ribeirão Preto;Ribeirão Preto
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 3;SEC Ribeirão Preto;DM - Altinópolis;Ribeirão Preto;Altinópolis
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 3;SEC São Carlos;001 DP - Porto Ferreira;Ribeirão Preto;Porto Ferreira
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 3;SEC São Carlos;001 DP - São Carlos;Ribeirão Preto;São Carlos
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 3;SEC São Carlos;DM - Porto Ferreira;Ribeirão Preto;Porto Ferreira
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 4;SEC Jaú;DM - Itapuí;Bauru;Itapuí
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 4;SEC Ourinhos;DM - Ipaussu;Bauru;Ipaussu
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 4;SEC Ourinhos;DM - Sta. Cruz do Rio Pardo;Bauru;Santa Cruz do Rio Pardo
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 6;SEC Itanhaém;DM - Mongaguá;Santos;Mongaguá
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 6;SEC Santos;002 DP - Cubatão;Santos;Cubatão
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 6;SEC Santos;DM - Guarujá;Santos;Guarujá
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 7;SEC Itapetininga;002 DP - Itapetininga;Sorocaba;Itapetininga
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 7;SEC Itapetininga;002 DP - Tatuí;Sorocaba;Tatuí
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 7;SEC Sorocaba;001 DP - Itú;Sorocaba;Itu
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 7;SEC Sorocaba;006 DP - Sorocaba;Sorocaba;Sorocaba
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 7;SEC Sorocaba;008 DP - Sorocaba;Sorocaba;Sorocaba
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 7;SEC Sorocaba;DM - Araçariguama;Sorocaba;Araçariguama
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 8;SEC Assis;002 DP - Assis;Presidente Prudente;Assis
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Americana;001 DP - Americana;Piracicaba;Americana
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Americana;001 DP - Sumaré;Piracicaba;Sumaré
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Americana;002 DP - Hortolândia;Piracicaba;Hortolândia
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Americana;DM - Monte Mor;Piracicaba;Monte Mor
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Limeira;002 DP - Limeira;Piracicaba;Limeira
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Limeira;004 DP - Limeira;Piracicaba;Limeira
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Limeira;DM - Iracemápolis;Piracicaba;Iracemápolis
;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Piracicaba;002 DP - Piracicaba;Piracicaba;Piracicaba
21;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;6ª SEC;101 DP - Jardim das Imbuias;CAPITAL;São Paulo
15;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;2ª Seccional Campinas;009 DP - Campinas;Campinas;Campinas
12;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo
12;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 6;SEC Praia Grande;003 DP - Praia Grande;Santos;Praia Grande
11;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;4ª SEC;073 DP - Jaçanã;CAPITAL;São Paulo
11;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;8ª SEC;049 DP - São Mateus;CAPITAL;São Paulo
10;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;6ª SEC;085 DP - Jardim Mirna;CAPITAL;São Paulo
9;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;4ª SEC;090 DP - Parque Novo Mundo;CAPITAL;São Paulo
8;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;2ª SEC;095 DP - Heliópolis;CAPITAL;São Paulo
8;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Carapicuíba;DM - Cotia;Grande São Paulo (exclui a Capital);Cotia
8;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Carapicuíba;DM - Itapevi;Grande São Paulo (exclui a Capital);Itapevi
8;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Guarulhos;004 DP - Guarulhos;Grande São Paulo (exclui a Capital);Guarulhos
6;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;1ª SEC;012 DP - Pari;CAPITAL;São Paulo
6;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo
6;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;6ª SEC;047 DP - Capão Redondo;CAPITAL;São Paulo
6;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Carapicuíba;002 DP - Cotia;Grande São Paulo (exclui a Capital);Cotia
5;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;2ª SEC;035 DP - Jabaquara;CAPITAL;São Paulo
5;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;075 DP - Jardim Arpoador;CAPITAL;São Paulo
5;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;4ª SEC;040 DP - Vila Santa Maria;CAPITAL;São Paulo
5;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Diadema;002 DP - Diadema;Grande São Paulo (exclui a Capital);Diadema
5;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Osasco;002 DP - Osasco;Grande São Paulo (exclui a Capital);Osasco
4;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;8ª SEC;070 DP - Vila Ema;CAPITAL;São Paulo
4;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Mogi das Cruzes;DM - Itaquaquecetuba;Grande São Paulo (exclui a Capital);Itaquaquecetuba
4;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC São Bernardo Campo;008 DP - São Bernardo do Campo;Grande São Paulo (exclui a Capital);São Bernardo do Campo
4;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Taboão da Serra;DM - São Lourenço da Serra;Grande São Paulo (exclui a Capital);São Lourenço da Serra
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;2ª SEC;026 DP - Sacomã;CAPITAL;São Paulo
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;4ª SEC;019 DP - Vila Maria;CAPITAL;São Paulo
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Carapicuíba;002 DP - Carapicuiba;Grande São Paulo (exclui a Capital);Carapicuíba
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Carapicuíba;DM - Santana do Parnaiba;Grande São Paulo (exclui a Capital);Santana de Parnaíba
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Franco da Rocha;DM - Caieiras;Grande São Paulo (exclui a Capital);Caieiras
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Guarulhos;008 DP - Guarulhos;Grande São Paulo (exclui a Capital);Guarulhos
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Taboão da Serra;001 DP - Embú;Grande São Paulo (exclui a Capital);Embu das Artes
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Taboão da Serra;DM - Embú;Grande São Paulo (exclui a Capital);Embu das Artes
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;2ª Seccional Campinas;011 DP - Campinas;Campinas;Campinas
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;SEC Bragança Paulista;001 DP - Atibaia;Campinas;Atibaia
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 6;SEC Praia Grande;001 DP - Praia Grande;Santos;Praia Grande
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 6;SEC Praia Grande;002 DP - Praia Grande;Santos;Praia Grande
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Americana;004 DP - Sumaré;Piracicaba;Sumaré
3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Americana;DM - Monte Mor;Piracicaba;Monte Mor
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;2ª SEC;096 DP - Monções;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;007 DP - Lapa;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;091 DP - Ceagesp;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;093 DP - Jaguaré;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;4ª SEC;009 DP - Carandiru;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;4ª SEC;072 DP - Vila Penteado;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;4ª SEC;074 DP - Jaraguá;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;5ª SEC;018 DP - Alto da Moóca;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;5ª SEC;052 DP - Parque São Jorge;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;6ª SEC;025 DP - Parelheiros;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;6ª SEC;100 DP - Jardim Herculano;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;7ª SEC;050 DP - Itaim Paulista;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;7ª SEC;067 DP - Jardim Robru;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;8ª SEC;044 DP - Guaianazes;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;8ª SEC;053 DP - Parque do Carmo;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;8ª SEC;054 DP - Cidade Tiradentes;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;8ª SEC;066 DP - Vale do Aricanduva;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;8ª SEC;069 DP - Teotônio Vilela;CAPITAL;São Paulo
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Carapicuíba;001 DP - Carapicuiba;Grande São Paulo (exclui a Capital);Carapicuíba
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Carapicuíba;002 DP - Barueri;Grande São Paulo (exclui a Capital);Barueri
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Carapicuíba;DM - Barueri;Grande São Paulo (exclui a Capital);Barueri
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Carapicuíba;DM - Jandira;Grande São Paulo (exclui a Capital);Jandira
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Franco da Rocha;DM - Mairiporã;Grande São Paulo (exclui a Capital);Mairiporã
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Guarulhos;005 DP - Guarulhos;Grande São Paulo (exclui a Capital);Guarulhos
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Guarulhos;007 DP - Guarulhos;Grande São Paulo (exclui a Capital);Guarulhos
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Mogi das Cruzes;DM - Poá;Grande São Paulo (exclui a Capital);Poá
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Osasco;005 DP - Osasco;Grande São Paulo (exclui a Capital);Osasco
2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Grande São Paulo (exclui Capital);DEMACRO;SEC Osasco;006 DP - Osasco;Grande São Paulo (exclui a Capital);Osasco
